"label","labelO","labelCi"
"Workshop ""Un giorno all'anno per tutto l'anno"" al Museo di Fratta Polesine_Copia_Copia_Copia_Copia_Copia_Copia","Indirizzo della Sede di: Museo archeologico nazionale di Fratta Polesine (barchessa di Villa Badoer)","Fratta Polesine"
"Workshop ""Un giorno all'anno per tutto l'anno"" al Museo di Fratta Polesine_Copia_Copia_Copia_Copia_Copia_Copia_Copia","Indirizzo della Sede di: Museo archeologico nazionale di Fratta Polesine (barchessa di Villa Badoer)","Fratta Polesine"
"Apertura Straordinaria del MArTA","Indirizzo della Sede di: Museo archeologico nazionale di Taranto - MArTA","Taranto"
"ATHENAION. TARENTINI, MESSAPI E ALTRI NEL SANTUARIO DI ATENA A CASTRO  MUSEO ARCHEOLOGICO NAZIONALE DI TARANTO 20 Dicembre 2022 > 18 Giugno 2023_Copia","Indirizzo della Sede di: Museo archeologico nazionale di Taranto - MArTA","Taranto"
"Apertura straordinaria del Museo Archeologico Nazionale di Tuscania","Indirizzo della Sede di: Museo archeologico nazionale di Tuscania","Tuscania"
"Museo Archeologico Nazionale di Verona | Apertura Festiva Pasqua 2022_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia","Indirizzo della Sede di: Museo archeologico nazionale di Verona","Verona"
"S Stefano a Luni","Indirizzo della Sede di: Museo archeologico nazionale e zona archeologica di Luni","Ortonovo"
"Apertura straordinaria Museo Duca di Martina in Villa Floridiana","Indirizzo della Sede di: Museo della ceramica Duca di Martina in Villa Floridiana","Napoli"
"Apertura straordinaria del Museo e Parco archeologico nazionale di Capo Colonna","Indirizzo della Sede di: Museo e Parco archeologico nazionale di Capo Colonna","Crotone"
"Riapre il Museo Nazionale Atestino_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia","Indirizzo della Sede di: Museo nazionale Atestino","Este"
"Museo Nazionale Collezione Salce, 2 sedi per la più importante raccolta Italiana di manifesti storici_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia","Indirizzo della Sede di: Museo nazionale Collezione Salce sede di San Gaetano","Treviso"
"Museo Nazionale Collezione Salce, 2 sedi per la più importante raccolta Italiana di manifesti storici_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia_Copia","Indirizzo della Sede di: Museo nazionale Collezione Salce sede di Santa Margherita","Treviso"
"EMPIRE di Elisabetta Benassi","Indirizzo della Sede di: Museo nazionale romano - Crypta Balbi","Roma"
"Apertura straordinaria Museo Storico Archeologico di Nola","Indirizzo della Sede di: Museo storico archeologico e Area archeologica di San Paolo Belsito","Nola"
"Apertura straordinaria di Palazzo Altieri","Indirizzo della Sede di: Palazzo Altieri","Oriolo Romano"
"Apertura del Palazzo Reale di Napoli","Indirizzo della Sede di: Palazzo Reale di Napoli","Napoli"
"Apertura del Palazzo Reale di Napoli - 2 gennaio 2023","Indirizzo della Sede di: Palazzo Reale di Napoli","Napoli"
"Apertura straordinaria lunedì 26 dicembre","Indirizzo della Sede di: Parco archeologico di Cerveteri e Tarquinia","Tarquinia"
"Apertura straordinaria lunedì 26 dicembre_Copia","Indirizzo della Sede di: Parco archeologico di Cerveteri e Tarquinia","Tarquinia"
"Apertura straordinaria 26 dicembre 2022 - Area archeologica di Altilia-Saepinum","Indirizzo della Sede di: Parco archeologico di Sepino - Area archeologica di Altilia-Saepinum","Sepino"
"Apertura straordinaria 2 gennaio 2023 - Area archeologica di Altilia-Saepinum","Indirizzo della Sede di: Parco archeologico di Sepino - Area archeologica di Altilia-Saepinum","Sepino"
"Apertura straordinaria 26 dicembre 2022 - Museo della citta e del Territorio","Indirizzo della Sede di: Parco archeologico di Sepino - Museo della città e del territorio","Sepino"
"Apertura straordinaria 2 gennaio 2023 - Museo della città e del territorio","Indirizzo della Sede di: Parco archeologico di Sepino - Museo della città e del territorio","Sepino"
"Premio ROSA DI BRERA - VI Edizione","Indirizzo della Sede di: Pinacoteca di Brera","Milano"
"Apertura straordinaria 26 dicembre - Pinacoteca di Brera","Indirizzo della Sede di: Pinacoteca di Brera","Milano"
"Sotto Tutela_Copia","Indirizzo della Sede di: Soprintendenza Archivistica e Bibliografica della Lombardia","Milano"
"Festività Natalizie a Villa Adriana","Indirizzo della Sede di: Villa Adriana e Villa d'Este - Area archeologica di Villa Adriana","Tivoli"
"Festività Natalizie al Santuario di Ercole Vincitore","Indirizzo della Sede di: Villa Adriana e Villa d'Este - Santuario di Ercole Vincitore","Tivoli"
"Biomuseologia. Il museo e la cultura della sostenibilità","Indirizzo della Sede di: Villa Adriana e Villa d'Este - Villa d'Este","Tivoli"
"Apertura straordinaria di Villa Giustiniani","Indirizzo della Sede di: Villa Giustiniani","Bassano Romano"
"Apertura straordinaria alla Villa Romana del Varignano_Copia","Indirizzo della Sede di: Villa romana del Varignano","Portovenere"
"A scuola di razza. Memorie di un'educazione negata","Indirizzo della Sede di: Archivio di Stato di Brescia","Brescia"
"Presentazione libro ""L'archeologo sul grande schermo"" di Francesco Bellu","Indirizzo della Sede di: Biblioteca Universitaria di Sassari","Sassari"
"Presentazione del catalogo della mostra “Armonie di Pietra. Il paesaggio delle Marche nelle sculture di Giuliano Giuliani”","Indirizzo della Sede di: Parco archeologico del Colosseo - Foro Romano e Palatino","Roma"
"Convegno Giornata della memoria","Indirizzo della Sede di: Biblioteca Nazionale di Cosenza","Cosenza"
"Giardini e virtù medicinali, salute e bellezza tra passato e presente / Gardens and Medicinal Virtues, Health and Beauty between Past and Present","Indirizzo della Sede di: Biblioteca nazionale Marciana - Sale monumentali e Ridotti dei Procuratori","Venezia"
"Cerveteri, Roma e Tarquinia - Seminario di studi in ricordo di Mario Cristofani e Mario Torelli","Indirizzo della Sede di: Parco archeologico di Cerveteri e Tarquinia","Tarquinia"
"Giornata della memoria","Indirizzo della Sede di: Archivio di Stato di Cremona","Cremona"
"Dalle carte le vite. Tre storie di famiglie ebraiche dagli archivi torinesi","Indirizzo della Sede di: Archivio di Stato di Torino","Torino"
"Giornata della Memoria 2023","Indirizzo della Sede di: Biblioteca statale Isontina di Gorizia","Gorizia"
"Domenica al Museo | Palazzo Spinola","Indirizzo della Sede di: Palazzo Spinola","Genova"
"ART CITY Bologna 2023 in Pinacoteca","Indirizzo della Sede di: Pinacoteca Nazionale di Bologna","Bologna"
"""Viaggio nella Notte"" in Pinacoteca","Indirizzo della Sede di: Pinacoteca Nazionale di Bologna","Bologna"
"Domenica al Museo_Copia_Copia","Indirizzo della Sede di: Museo archeologico nazionale di Napoli","Napoli"
"ARCHEOLOGIA COME AZIONE POLITICA: ai margini della società","Indirizzo della Sede di: Museo archeologico nazionale di Reggio Calabria","Reggio di Calabria"
"Bruno Canova, 1938 dal ciclo L’arte della guerra - Presentazione al pubblico dell’opera per celebrare il Giorno della Memoria","Indirizzo della Sede di: Museo nazionale di Castel Sant'Angelo e Passetto di Borgo","Roma"
"Il Morbo di K: la malattia che salva","Indirizzo della Sede di: Biblioteca Medica Statale Di Roma","Roma"
"Tornano le domeniche gratuite nei musei statali |  #domenicaalmuseo 5 marzo 2023.","Indirizzo della Sede di: Gallerie dell'Accademia di Venezia","Venezia"
"Prorogata fino al 31 marzo 2023 la mostra Salvatore Emblema","Indirizzo della Sede di: Museo e Real Bosco di Capodimonte","Napoli"
"Quarta conferenza del ciclo ""Relazioni d'arte""","Indirizzo della Sede di: Palazzo Chigi alla Postierla","Siena"
"UN EBREO IN CAMICIA NERA","Indirizzo della Sede di: Pinacoteca di Brera - Biblioteca Nazionale Braidense di Milano","Milano"
"Apertura per mostra: Testimonianze ebraiche nella Biblioteca Medicea Laurenziana","Indirizzo della Sede di: Biblioteca Medicea Laurenziana di Firenze","Firenze"
"Per non dimenticare. Libri e documenti","Indirizzo della Sede di: Biblioteca Universitaria di Cagliari","Cagliari"
"Lo sguardo della caduta. Agostino e la superbia del secolarismo di Marcello Pera","Indirizzo della Sede di: Biblioteca Universitaria di Pavia","Pavia"
"Prosegue al Museo archeologico nazionale di Vibo Valentia ‘Un Museo contro l’inverno dello spirito’","Indirizzo della Sede di: Museo archeologico nazionale ""Vito Capialbi""","Vibo Valentia"
"Giorno della Memoria 2023 - La sapienza ebraica e le prime comunità cristiane","Indirizzo della Sede di: Museo archeologico nazionale di Crotone","Crotone"
"Visite al Sarcofago di Antraccoli a cura di Neva Chiarenza","Indirizzo della Sede di: Museo nazionale di Villa Guinigi","Lucca"
"L'arte di ricreare gli specchi","Indirizzo della Sede di: Museo nazionale etrusco di Villa Giulia","Roma"
"RIGENER_ARTE - Percorsi di arte e benessere psicofisico a Villa Giulia","Indirizzo della Sede di: Museo nazionale etrusco di Villa Giulia","Roma"
"“Minima Juridica. Aspetti legislativi della tutela del paesaggio (II)”","Indirizzo della Sede di: Museo archeologico nazionale di Cagliari","Cagliari"
"Le donne e l'arte nella Galleria Nazionale della Puglia","Indirizzo della Sede di: Galleria nazionale della Puglia ""Girolamo e Rosaria Devanna""","Bitonto"
"Il Giardino sostenibile: “Never against the nature”","Indirizzo della Sede di: GIARDINI BOTANICI HANBURY - Centro di Servizi per il Ponente Ligure","Ventimiglia"
"Dante Alighieri e Gioacchino da Fiore","Indirizzo della Sede di: Direzione regionale Musei Calabria","San Giovanni in Fiore"
"Dal contenitore museale al museo en plein air. Le installazioni di arte contemporanea di Antonio Pujia Veneziano e Roberto Lucifero","Indirizzo della Sede di: Direzione regionale Musei Calabria","Bova"
"Concerto di Natale 2019","Indirizzo della Sede di: Galleria nazionale della Puglia ""Girolamo e Rosaria Devanna""","Bitonto"
"Corso di introduzione all’astronomia ""Dalla Terra all'Universo""","Indirizzo della Sede di: Galleria nazionale della Puglia ""Girolamo e Rosaria Devanna""","Bitonto"
"Cosa vorresti vedere dalla tua finestra?","Indirizzo della Sede di: Galleria nazionale della Puglia ""Girolamo e Rosaria Devanna""","Bitonto"
"Controriforma e polifonia","Indirizzo della Sede di: Gallerie Estensi - Pinacoteca nazionale di Ferrara","Ferrara"
"Concerto: “Notte in musica tra Scilla e Cariddi”","Indirizzo della Sede di: MArRC - Museo archeologico nazionale di Reggio Calabria","Reggio di Calabria"
"Conferenza Stampa di presentazione dell’Accordo di collaborazione tra il Museo Archeologico Nazionale di Reggio Calabria e il Dipartimento di Architettura e Territorio dell’Università degli Studi Mediterranea di Reggio Calabria. ","Indirizzo della Sede di: MArRC - Museo archeologico nazionale di Reggio Calabria","Reggio di Calabria"
"Conferenza al MArRC su ""La Città Metropolitana di Reggio Calabria"" dello storico Pasquale Amato","Indirizzo della Sede di: MArRC - Museo archeologico nazionale di Reggio Calabria","Reggio di Calabria"
"Concerto a cura dell'Orchestra da Camera Fiorentina_Copia_Copia_Copia","Indirizzo della Sede di: Musei del Bargello - Museo nazionale del Bargello","Firenze"
"Dante e il Bargello: una storia lunga 700 anni","Indirizzo della Sede di: Musei del Bargello - Museo nazionale del Bargello","Firenze"
"Da Turris a Karales","Indirizzo della Sede di: Museo archeologico nazionale Antiquarium Turritano e area archeologica","Porto Torres"
"Dante e il culto della dea Mefite.","Indirizzo della Sede di: Museo archeologico nazionale della Basilicata ""Dinu Adamesteanu""","Potenza"
"Concorso ImmaginiAmo il Paesaggio al Museo Archeologico Nazionale di Adria","Indirizzo della Sede di: Museo archeologico nazionale di Adria","Adria"
"Concerto al Museo - Athanor Guitar Quartet con Luisa Sello","Indirizzo della Sede di: Museo archeologico nazionale di Aquileia","Aquileia"
"Convegno ""Archeozoologia ad Aquileia: resti da scavo e raffigurazioni di animali nei mosaici della città romana""","Indirizzo della Sede di: Museo archeologico nazionale di Aquileia","Aquileia"
"Congresso Internazionale Generative Art","Indirizzo della Sede di: Museo archeologico nazionale di Cagliari","Cagliari"
"Dai Tugulii a Clavarum. Un viaggio nella storia della città","Indirizzo della Sede di: Museo archeologico nazionale di Chiavari","Chiavari"
"Dante e la misura del tempo","Indirizzo della Sede di: Museo archeologico nazionale di Reggio Calabria","Reggio di Calabria"
"Convegno reperti depositi del MArTA","Indirizzo della Sede di: Museo archeologico nazionale di Taranto","Taranto"
"conferenza Stampa 05/11/2021 Mousiké et Areté","Indirizzo della Sede di: Museo archeologico nazionale di Taranto","Taranto"
"CONVEGNO INTERNAZIONALE DI STUDI Taranto, 17-19 novembre 2021","Indirizzo della Sede di: Museo archeologico nazionale di Taranto","Taranto"
"CONFERENZE I MERCOLEDì DEL MArTA","Indirizzo della Sede di: Museo archeologico nazionale di Taranto","Taranto"
"Dalle Origini al Medioevo, al Museo Nazionale Atestino","Indirizzo della Sede di: Museo nazionale Atestino","Este"
"Cultura è partecipazione: Visite guidate al museo","Indirizzo della Sede di: Museo nazionale Concordiese di Portogruaro","Portogruaro"
"Dante e la mitologia greca","Indirizzo della Sede di: Museo nazionale di Matera - Museo Domenico Ridola","Matera"
"Da Matera a Pompei. Viaggio nella bellezza.","Indirizzo della Sede di: Museo nazionale di Matera - Museo Domenico Ridola","Matera"
"Da Matera a Pompei. Viaggio nella bellezza - Aperture serali","Indirizzo della Sede di: Museo nazionale di Matera - Museo Domenico Ridola","Matera"
"Dante e il sogno della Sirena.","Indirizzo della Sede di: Museo nazionale di Matera - Museo Domenico Ridola","Matera"
"CONVEGNO NAZIONALE: ITALIA BELLA E ACCESSIBILE","Indirizzo della Sede di: Museo nazionale di Matera - Palazzo Lanfranchi","Matera"
"Creatività al Museo","Indirizzo della Sede di: Museo nazionale di Villa Pisani","Stra"
"Corsa dei Castelli – Promorun!","Indirizzo della Sede di: Museo storico e il Parco del Castello di Miramare","Trieste"
"Concerto di Natale – 18 dicembre 2021","Indirizzo della Sede di: Museo storico e il Parco del Castello di Miramare","Trieste"
"Concerto di Natale con Il Quintetto Chimera dell'A.Gi.Mus.","Indirizzo della Sede di: Villa medicea della Petraia","Firenze"
"Corso gratuito per addetti alla manutenzione dei giardini storici per giovani rifugiati e Neet presso la Villa medicea della Petraia (FI).","Indirizzo della Sede di: Villa medicea della Petraia","Firenze"
"Dante, il grande visionario.","Indirizzo della Sede di: Museo archeologico nazionale del Melfese ""Massimo Pallottino""","Melfi"
"Dantedì 2022","Indirizzo della Sede di: Museo storico e il Parco del Castello di Miramare","Trieste"
"Corso per docenti e educatori - Alle radici dello yoga: genesi, sviluppo e scienza di un fenomeno globale_Copia","Indirizzo della Sede di: Museo delle Civiltà","Roma"
"Conferenza","Indirizzo della Sede di: Museo archeologico nazionale di Taranto","Taranto"
"CURE E RIMEDI NELLA MESSINA ANTICA","Indirizzo della Sede di: Archivio di Stato di Messina","Messina"
"Convegno “Dallo scavo archivistico alla memoria storica”","Indirizzo della Sede di: Archivio di Stato di Reggio Calabria. Sezione di Palmi","Palmi"
"Conversando con l‘Archivio di Stato di Siena","Indirizzo della Sede di: Archivio di Stato di Siena","Siena"
"Conferenza - Il Cholera Morbus del 1854  a Sesto Calende","Indirizzo della Sede di: Archivio di Stato di Varese","Varese"
"Dante attraverso Fabrizio De Andrè","Indirizzo della Sede di: Biblioteca Nazionale di Cosenza","Cosenza"
"Dall’8 all’infinito","Indirizzo della Sede di: Castel del Monte","Andria"
"Concerto ""Va', pensiero"" degli Artisti del Coro di Parma","Indirizzo della Sede di: Complesso monumentale della Pilotta - Teatro Farnese","Parma"
"Corso di Formazione LA LIGURIA SI RACCONTA - Dalla Preistoria al Liberty","Indirizzo della Sede di: Direzione Regionale Musei Liguria","Genova"
"Conferenze del ciclo ""Progetto Rialto. Le lezioni della storia"". lunedì 30 novembre 2020 Luca Molà ""Le arti del lusso a Venezia. Produzione, imitazione, innovazione""","Indirizzo della Sede di: Gallerie dell’Accademia di Venezia","Venezia"
"Conferenze del ciclo ""Progetto Rialto. Le lezioni della storia"". lunedì 30 novembre 2020 Luca Molà ""Le arti del lusso a Venezia. Produzione, imitazione, innovazione""_Copia","Indirizzo della Sede di: Gallerie dell’Accademia di Venezia","Venezia"
"Conferenze del ciclo ""Progetto Rialto. Le lezioni della storia"". lunedì 30 novembre 2020 Luca Molà ""Le arti del lusso a Venezia. Produzione, imitazione, innovazione""_Copia_Copia","Indirizzo della Sede di: Gallerie dell’Accademia di Venezia","Venezia"
"Conferenze del ciclo ""Progetto Rialto. Le lezioni della storia"". lunedì 30 novembre 2020 Luca Molà ""Le arti del lusso a Venezia. Produzione, imitazione, innovazione""_Copia_Copia_Copia","Indirizzo della Sede di: Gallerie dell’Accademia di Venezia","Venezia"
